Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Logan Gilbert,27,SEA,AL,2.8,9,12,0.429,3.23,33,33,0,1,0,0,208.2,148,83,75,26,37,1,220,4,0,11,803,115,3.27,0.887,6.4,1.1,1.6,9.5,5.95,"AS,CYA-6"
2,Seth Lugo,34,KCR,AL,5.4,16,9,0.64,3,33,33,0,1,0,0,206.2,177,75,69,16,48,1,181,9,0,4,836,135,3.25,1.089,7.7,0.7,2.1,7.9,3.77,"AS,CYA-2,MVP-15,GG"
3,Logan Webb,27,SFG,NL,3.6,13,10,0.565,3.47,33,33,0,1,1,0,204.2,202,83,79,11,50,3,172,2,1,4,841,111,2.95,1.231,8.9,0.5,2.2,7.6,3.44,"AS,CYA-6"
4,Zack Wheeler,34,PHI,NL,6.1,16,7,0.696,2.57,32,32,0,0,0,0,200,139,62,57,20,52,0,224,8,0,8,787,165,3.13,0.955,6.3,0.9,2.3,10.1,4.31,"AS,CYA-2,MVP-12"
5,Aaron Nola,31,PHI,NL,3.7,14,8,0.636,3.57,33,33,0,1,1,0,199.1,189,84,79,30,50,0,197,3,0,2,820,119,3.94,1.199,8.5,1.4,2.3,8.9,3.94,CYA-11
6,Corbin Burnes,29,BAL,AL,3.5,15,9,0.625,2.92,32,32,0,0,0,0,194.1,165,76,63,22,48,0,181,2,3,7,784,133,3.55,1.096,7.6,1,2.2,8.4,3.77,"AS,CYA-5"
7,José Berríos,30,TOR,AL,2.3,16,11,0.593,3.6,32,32,0,1,0,0,192.1,168,79,77,31,54,1,153,13,0,1,786,114,4.72,1.154,7.9,1.5,2.5,7.2,2.83,
8,Tarik Skubal*,27,DET,AL,6.4,18,4,0.818,2.39,31,31,0,0,0,0,192,142,54,51,15,35,0,228,9,0,2,753,174,2.49,0.922,6.7,0.7,1.6,10.7,6.51,"AS,CYA-1,MVP-7"
9,George Kirby,26,SEA,AL,2,14,11,0.56,3.53,33,33,0,0,0,0,191,181,82,75,22,23,0,179,7,1,5,778,105,3.26,1.068,8.5,1,1.1,8.4,7.78,
10,Dylan Cease,28,SDP,NL,4.1,14,11,0.56,3.47,33,33,0,1,1,0,189.1,137,80,73,18,65,0,224,2,0,12,762,119,3.1,1.067,6.5,0.9,3.1,10.6,3.45,"CYA-4,MVP-22"
11,Jake Irvin,27,WSN,NL,1.9,10,14,0.417,4.41,33,33,0,0,0,0,187.2,173,97,92,29,52,1,156,4,1,5,769,93,4.41,1.199,8.3,1.4,2.5,7.5,3,
12,Cole Ragans*,26,KCR,AL,5,11,9,0.55,3.14,32,32,0,1,0,0,186.1,146,71,65,15,67,1,223,6,0,11,762,130,2.99,1.143,7.1,0.7,3.2,10.8,3.33,"AS,CYA-4"
13,Pablo López,28,MIN,AL,2.5,15,10,0.6,4.08,32,32,0,0,0,0,185.1,180,90,84,26,41,0,198,8,0,3,772,102,3.65,1.192,8.7,1.3,2,9.6,4.83,
14,Kutter Crawford,28,BOS,AL,1.9,9,16,0.36,4.36,33,33,0,0,0,0,183.2,155,97,89,34,51,0,175,9,0,4,759,95,4.65,1.122,7.6,1.7,2.5,8.6,3.43,
15,Luis Severino,30,NYM,NL,1.7,11,7,0.611,3.91,31,31,0,1,1,0,182,166,86,79,23,60,0,161,11,2,6,761,101,4.21,1.242,8.2,1.1,3,8,2.68,
16,Sean Manaea*,32,NYM,NL,3,12,6,0.667,3.47,32,32,0,0,0,0,181.2,134,75,70,21,63,0,184,9,0,4,738,114,3.83,1.084,6.6,1,3.1,9.1,2.92,CYA-11
17,Brandon Pfaadt,25,ARI,NL,0.4,11,10,0.524,4.71,32,32,0,0,0,0,181.2,183,103,95,24,42,1,185,4,0,1,760,90,3.61,1.239,9.1,1.2,2.1,9.2,4.4,
18,Cristopher Sánchez*,27,PHI,NL,3.4,11,9,0.55,3.32,31,31,0,2,1,0,181.2,182,76,67,11,44,0,153,0,1,7,754,127,3,1.244,9,0.5,2.2,7.6,3.48,"AS,CYA-10"
19,Kevin Gausman,33,TOR,AL,0.9,14,11,0.56,3.83,31,31,0,2,1,0,181,165,86,77,20,56,0,162,2,2,3,756,107,3.77,1.221,8.2,1,2.8,8.1,2.89,
20,JP Sears*,28,OAK,AL,2.2,11,13,0.458,4.38,32,32,0,0,0,0,180.2,172,93,88,28,49,0,137,14,1,0,758,90,4.71,1.223,8.6,1.4,2.4,6.8,2.8,
21,Bryce Miller,25,SEA,AL,3.4,12,8,0.6,2.94,31,31,0,0,0,0,180.1,131,62,59,21,45,1,171,3,0,2,704,126,3.58,0.976,6.5,1,2.2,8.5,3.8,
22,Brady Singer,27,KCR,AL,3.1,9,13,0.409,3.71,32,32,0,0,0,0,179.2,175,77,74,22,54,0,170,10,0,2,762,110,3.93,1.275,8.8,1.1,2.7,8.5,3.15,
23,Tyler Anderson*,34,LAA,AL,3,10,15,0.4,3.81,31,31,0,0,0,0,179.1,158,83,76,24,73,2,142,7,1,3,765,109,4.66,1.288,7.9,1.2,3.7,7.1,1.95,AS
24,Tanner Houck,28,BOS,AL,3.5,9,10,0.474,3.12,30,30,0,1,1,0,178.2,156,75,62,11,48,1,154,16,0,2,743,133,3.32,1.142,7.9,0.6,2.4,7.8,3.21,AS
25,Bailey Ober,28,MIN,AL,2.9,12,9,0.571,3.98,31,31,0,1,0,0,178.2,136,81,79,27,43,0,191,6,0,1,709,104,3.82,1.002,6.9,1.4,2.2,9.6,4.44,
26,Mitch Keller,28,PIT,NL,2,11,12,0.478,4.25,31,31,0,1,0,0,178,182,90,84,23,50,0,166,15,2,1,773,97,4.08,1.303,9.2,1.2,2.5,8.4,3.32,
27,Chris Sale*,35,ATL,NL,6.2,18,3,0.857,2.38,29,29,0,0,0,0,177.2,141,48,47,9,39,0,225,8,1,4,702,174,2.09,1.013,7.1,0.5,2,11.4,5.77,"AS,CYA-1,MVP-7,GG"
28,Erick Fedde,31,2TM,2LG,5.6,9,9,0.5,3.3,31,31,0,0,0,0,177.1,154,66,65,20,52,0,154,5,1,3,726,126,3.86,1.162,7.8,1,2.6,7.8,2.96,
29,Framber Valdez*,30,HOU,AL,4.4,15,7,0.682,2.91,28,28,0,1,0,0,176.1,140,60,57,13,55,0,169,6,1,8,703,137,3.25,1.106,7.1,0.7,2.8,8.6,3.07,"CYA-7,MVP-15"
30,Yusei Kikuchi*,33,2TM,AL,1.4,9,10,0.474,4.05,32,32,0,0,0,0,175.2,167,85,79,25,44,0,206,2,0,4,736,101,3.46,1.201,8.6,1.3,2.3,10.6,4.68,CYA-9
31,Luis Castillo,31,SEA,AL,1.8,11,12,0.478,3.64,30,30,0,0,0,0,175.1,158,73,71,25,47,2,175,5,0,0,719,102,3.91,1.169,8.1,1.3,2.4,9,3.72,
32,Carlos Rodón*,31,NYY,AL,2,16,9,0.64,3.96,32,32,0,0,0,0,175,157,81,77,31,57,0,195,10,2,3,736,102,4.39,1.223,8.1,1.6,2.9,10,3.42,
33,Patrick Corbin*,34,WSN,NL,-0.9,6,13,0.316,5.62,32,32,0,0,0,0,174.2,208,114,109,25,54,1,139,3,0,3,764,73,4.41,1.5,10.7,1.3,2.8,7.2,2.57,
34,Nestor Cortes*,29,NYY,AL,2.6,9,10,0.474,3.77,31,30,1,0,0,0,174.1,162,74,73,24,39,0,162,4,1,2,710,107,3.84,1.153,8.4,1.2,2,8.4,4.15,
35,Max Fried*,30,ATL,NL,3.5,11,10,0.524,3.25,29,29,0,2,1,0,174.1,146,71,63,13,57,0,166,7,0,6,714,128,3.33,1.164,7.5,0.7,2.9,8.6,2.91,AS
36,Tanner Bibee,25,CLE,AL,2.7,12,8,0.6,3.47,31,31,0,0,0,0,173.2,150,70,67,22,44,0,187,8,0,2,710,116,3.56,1.117,7.8,1.1,2.3,9.7,4.25,
37,Michael King,29,SDP,NL,4.1,13,9,0.591,2.95,31,30,0,0,0,0,173.2,144,71,57,17,63,2,201,7,0,1,726,140,3.33,1.192,7.5,0.9,3.3,10.4,3.19,CYA-7
38,Freddy Peralta,28,MIL,NL,2.5,11,9,0.55,3.68,32,32,0,0,0,0,173.2,143,74,71,26,68,0,200,10,1,8,725,112,4.16,1.215,7.4,1.3,3.5,10.4,2.94,
39,Shota Imanaga*,30,CHC,NL,3,15,3,0.833,2.91,29,29,0,0,0,0,173.1,149,66,56,27,28,0,174,3,0,3,694,136,3.72,1.021,7.7,1.4,1.5,9,6.21,"AS,CYA-5,ROY-4"
40,Griffin Canning,28,LAA,AL,0.2,6,13,0.316,5.19,32,31,1,0,0,0,171.2,174,105,99,31,66,1,130,6,4,6,739,80,5.26,1.398,9.1,1.6,3.5,6.8,1.97,
41,Miles Mikolas,35,STL,NL,-0.3,10,11,0.476,5.35,32,32,0,0,0,0,171.2,194,106,102,26,25,0,122,5,1,0,720,77,4.24,1.276,10.2,1.4,1.3,6.4,4.88,
42,Chris Bassitt,35,TOR,AL,-0.1,10,14,0.417,4.16,31,31,0,0,0,0,171,180,91,79,18,70,2,168,16,2,2,758,99,4.08,1.462,9.5,0.9,3.7,8.8,2.4,
43,Nathan Eovaldi,34,TEX,AL,2.2,12,8,0.6,3.8,29,29,0,0,0,0,170.2,147,74,72,23,42,0,166,7,0,3,696,100,3.83,1.107,7.8,1.2,2.2,8.8,3.95,
44,Jose Quintana*,35,NYM,NL,2.5,10,10,0.5,3.75,31,31,0,0,0,0,170.1,150,73,71,22,63,0,135,11,0,7,717,105,4.56,1.25,7.9,1.2,3.3,7.1,2.14,
45,Hunter Brown,25,HOU,AL,2.6,11,9,0.55,3.49,31,30,0,0,0,0,170,156,71,66,18,60,0,179,5,1,4,712,114,3.58,1.271,8.3,1,3.2,9.5,2.98,
46,Kyle Gibson,36,STL,NL,1,8,8,0.5,4.24,30,30,0,0,0,0,169.2,161,91,80,23,68,1,151,4,0,5,722,97,4.42,1.35,8.5,1.2,3.6,8,2.22,
47,Colin Rea,33,MIL,NL,1.2,12,6,0.667,4.29,32,27,1,0,0,1,167.2,169,83,80,29,43,1,135,10,0,2,714,96,4.75,1.264,9.1,1.6,2.3,7.2,3.14,
48,Ronel Blanco,30,HOU,AL,4.4,13,6,0.684,2.8,30,29,1,1,1,0,167.1,114,56,52,22,68,0,166,2,0,3,676,143,4.15,1.088,6.1,1.2,3.7,8.9,2.44,
49,Michael Wacha,32,KCR,AL,3.4,13,8,0.619,3.35,29,29,0,0,0,0,166.2,154,65,62,17,45,1,145,5,0,3,685,122,3.65,1.194,8.3,0.9,2.4,7.8,3.22,
50,MacKenzie Gore*,25,WSN,NL,0.8,10,12,0.455,3.9,32,32,0,0,0,0,166.1,171,93,72,15,65,0,181,11,0,14,731,105,3.53,1.419,9.3,0.8,3.5,9.8,2.78,
51,Sonny Gray,34,STL,NL,1.8,13,9,0.591,3.84,28,28,0,0,0,0,166.1,142,79,71,21,39,0,203,3,1,7,671,107,3.12,1.088,7.7,1.1,2.1,11,5.21,
52,Charlie Morton,40,ATL,NL,1.1,8,10,0.444,4.19,30,30,0,0,0,0,165.1,154,85,77,23,65,1,167,18,1,2,701,99,4.46,1.325,8.4,1.3,3.5,9.1,2.57,
53,Jameson Taillon,32,CHC,NL,2.3,12,8,0.6,3.27,28,28,0,0,0,0,165.1,154,67,60,21,33,0,125,1,2,4,675,121,3.92,1.131,8.4,1.1,1.8,6.8,3.79,
54,Zach Eflin,30,2TM,AL,2.7,10,9,0.526,3.59,28,28,0,0,0,0,165.1,166,71,66,22,24,0,134,3,0,2,684,110,3.76,1.149,9,1.2,1.3,7.3,5.58,
55,Austin Gomber*,30,COL,NL,2.1,5,12,0.294,4.75,30,30,0,0,0,0,165,178,89,87,30,38,0,116,1,0,3,696,100,4.83,1.309,9.7,1.6,2.1,6.3,3.05,
56,Brayan Bello,25,BOS,AL,1.4,14,8,0.636,4.49,30,30,0,0,0,0,162.1,157,84,81,19,64,0,153,11,1,6,702,92,4.19,1.361,8.7,1.1,3.5,8.5,2.39,
57,Ryan Feltner,27,COL,NL,1.1,3,10,0.231,4.49,30,30,0,0,0,0,162.1,165,94,81,20,52,0,138,7,0,4,692,105,4.16,1.337,9.1,1.1,2.9,7.7,2.65,
58,Jack Flaherty,28,2TM,2LG,3.1,13,7,0.65,3.17,28,28,0,0,0,0,162,135,61,57,24,38,0,194,4,0,6,649,130,3.47,1.068,7.5,1.3,2.1,10.8,5.11,
59,Aaron Civale,29,2TM,2LG,1.1,8,9,0.471,4.36,31,31,0,0,0,0,161,158,82,78,29,52,0,149,6,0,1,689,93,4.74,1.304,8.8,1.6,2.9,8.3,2.87,
60,Chris Flexen,29,CHW,AL,1.6,3,15,0.167,4.95,33,30,0,0,0,0,160,180,95,88,24,63,1,123,2,2,4,707,84,4.8,1.519,10.1,1.4,3.5,6.9,1.95,
61,Andrew Heaney*,33,TEX,AL,0.7,5,14,0.263,4.28,32,31,0,0,0,0,160,159,84,76,23,41,1,159,12,0,2,693,89,4.04,1.25,8.9,1.3,2.3,8.9,3.88,
62,Zack Littell,28,TBR,AL,2.8,8,10,0.444,3.63,29,29,0,0,0,0,156.1,164,68,63,22,31,0,141,5,0,0,656,110,3.88,1.247,9.4,1.3,1.8,8.1,4.55,
63,Marcus Stroman,33,NYY,AL,0.8,10,9,0.526,4.31,30,29,1,0,0,1,154.2,167,81,74,19,60,0,113,8,0,2,675,94,4.62,1.468,9.7,1.1,3.5,6.6,1.88,
64,Luis Gil,26,NYY,AL,3,15,7,0.682,3.5,29,29,0,0,0,0,151.2,104,60,59,18,77,0,171,8,2,6,637,115,4.14,1.193,6.2,1.1,4.6,10.1,2.22,ROY-1
65,Mitch Spence,26,OAK,AL,1.6,8,10,0.444,4.58,35,24,2,0,0,0,151.1,165,79,77,20,44,0,126,6,1,8,651,86,4.21,1.381,9.8,1.2,2.6,7.5,2.86,
66,Ben Lively,32,CLE,AL,1.5,13,10,0.565,3.81,29,29,0,0,0,0,151,139,67,64,23,49,0,118,5,1,2,632,106,4.66,1.245,8.3,1.4,2.9,7,2.41,
67,Mitchell Parker*,24,WSN,NL,0.7,7,10,0.412,4.29,29,29,0,0,0,0,151,154,82,72,18,43,0,133,2,0,7,646,96,3.85,1.305,9.2,1.1,2.6,7.9,3.09,
68,Ryne Nelson,26,ARI,NL,1.6,10,6,0.625,4.24,28,25,1,0,0,1,150.2,155,73,71,17,34,2,126,5,0,4,630,100,3.74,1.254,9.3,1,2,7.5,3.71,
69,Ranger Suárez*,28,PHI,NL,2.7,12,8,0.6,3.46,27,27,0,1,1,0,150.2,140,63,58,14,41,1,145,5,2,1,626,122,3.37,1.201,8.4,0.8,2.4,8.7,3.54,AS
70,Frankie Montas,31,2TM,NL,0.6,7,11,0.389,4.84,30,30,0,0,0,0,150.2,140,89,81,24,66,0,148,6,0,3,655,89,4.71,1.367,8.4,1.4,3.9,8.8,2.24,
71,Hunter Greene,24,CIN,NL,6.2,9,5,0.643,2.75,26,26,0,0,0,0,150.1,96,47,46,12,57,0,169,19,1,7,611,160,3.47,1.018,5.7,0.7,3.4,10.1,2.96,"AS,CYA-8"
72,Cal Quantrill,29,COL,NL,1.5,8,11,0.421,4.98,29,29,0,0,0,0,148.1,156,83,82,23,69,0,110,11,1,6,656,95,5.32,1.517,9.5,1.4,4.2,6.7,1.59,
73,Zac Gallen,28,ARI,NL,2.6,14,6,0.7,3.65,28,28,0,0,0,0,148,133,62,60,13,54,0,156,4,0,5,621,116,3.38,1.264,8.1,0.8,3.3,9.5,2.89,
74,Javier Assad,26,CHC,NL,1.7,7,6,0.538,3.73,29,29,0,0,0,0,147,143,64,61,20,63,0,124,5,0,5,638,106,4.64,1.401,8.8,1.2,3.9,7.6,1.97,
75,Matt Waldron,27,SDP,NL,0.9,7,11,0.389,4.91,27,26,0,0,0,0,146.2,145,84,80,21,40,0,133,11,1,5,625,85,4.26,1.261,8.9,1.3,2.5,8.2,3.33,
76,Garrett Crochet*,25,CHW,AL,4.1,6,12,0.333,3.58,32,32,0,0,0,0,146,123,61,58,18,33,0,209,5,1,3,595,116,2.69,1.068,7.6,1.1,2,12.9,6.33,AS
77,Nick Pivetta,31,BOS,AL,1.7,6,12,0.333,4.14,27,26,0,0,0,0,145.2,128,70,67,28,36,1,172,1,0,4,595,100,4.07,1.126,7.9,1.7,2.2,10.6,4.78,
78,Spencer Arrighetti,24,HOU,AL,0.3,7,13,0.35,4.53,29,28,0,0,0,0,145,139,80,73,21,65,0,171,7,0,3,632,88,4.18,1.407,8.6,1.3,4,10.6,2.63,
79,Bailey Falter*,27,PIT,NL,1.7,8,9,0.471,4.43,28,28,0,0,0,0,142.1,138,72,70,17,45,0,97,0,0,0,589,93,4.3,1.286,8.7,1.1,2.8,6.1,2.16,
80,Nick Martinez,33,CIN,NL,4,10,7,0.588,3.1,42,16,3,1,0,0,142.1,128,56,49,13,18,0,116,5,0,4,570,142,3.21,1.026,8.1,0.8,1.1,7.3,6.44,
81,Gavin Stone,25,LAD,NL,1.8,11,5,0.688,3.53,25,25,0,1,1,0,140.1,133,55,55,18,37,0,116,2,0,9,580,113,4.01,1.211,8.5,1.2,2.4,7.4,3.14,
82,Andrew Abbott*,25,CIN,NL,3.3,10,10,0.5,3.72,25,25,0,0,0,0,138,127,60,57,25,52,1,114,2,0,5,586,118,5.04,1.297,8.3,1.6,3.4,7.4,2.19,
83,Taj Bradley,23,TBR,AL,1.7,8,11,0.421,4.11,25,25,0,0,0,0,138,122,68,63,22,47,0,154,3,0,4,578,97,4.09,1.225,8,1.4,3.1,10,3.28,
84,Tobias Myers,25,MIL,NL,2.7,9,6,0.6,3,27,25,0,0,0,0,138,126,52,46,18,36,0,127,5,5,4,569,137,3.91,1.174,8.2,1.2,2.3,8.3,3.53,
85,Reynaldo López,30,ATL,NL,5.1,8,5,0.615,1.99,26,25,0,0,0,0,135.2,108,32,30,10,42,0,148,2,1,2,543,208,2.92,1.106,7.2,0.7,2.8,9.8,3.52,"AS,CYA-11"
86,Luis Ortiz,25,PIT,NL,3.1,7,6,0.538,3.32,37,15,2,0,0,1,135.2,109,56,50,16,42,3,107,9,1,2,556,124,4.25,1.113,7.2,1.1,2.8,7.1,2.55,
87,Joe Ryan,28,MIN,AL,2.3,7,7,0.5,3.6,23,23,0,0,0,0,135,110,59,54,19,23,0,147,5,1,2,538,115,3.44,0.985,7.3,1.3,1.5,9.8,6.39,
88,Martín Pérez*,33,2TM,NL,0.9,5,6,0.455,4.53,26,26,0,0,0,0,135,151,71,68,22,49,0,107,5,1,2,590,91,4.9,1.481,10.1,1.5,3.3,7.1,2.18,
89,Justin Steele*,28,CHC,NL,1.9,5,5,0.5,3.07,24,24,0,1,0,0,134.2,111,54,46,12,37,0,135,4,0,1,555,128,3.23,1.099,7.4,0.8,2.5,9,3.65,
90,Tyler Glasnow,30,LAD,NL,1.9,9,6,0.6,3.49,22,22,0,0,0,0,134,92,53,52,15,35,0,168,0,1,12,522,114,2.9,0.948,6.2,1,2.4,11.3,4.8,AS
91,Albert Suárez,34,BAL,AL,2.2,9,7,0.563,3.7,32,24,1,0,0,0,133.2,130,56,55,17,43,1,108,3,1,2,565,105,4.24,1.294,8.8,1.1,2.9,7.3,2.51,
92,Simeon Woods Richardson,23,MIN,AL,2,5,5,0.5,4.17,28,28,0,0,0,0,133.2,125,63,62,16,48,0,117,3,0,3,569,99,4.12,1.294,8.4,1.1,3.2,7.9,2.44,
93,Paul Skenes,22,PIT,NL,5.9,11,3,0.786,1.96,23,23,0,0,0,0,133,94,31,29,10,32,0,170,6,1,2,514,209,2.44,0.947,6.4,0.7,2.2,11.5,5.31,"AS,CYA-3,MVP-19,ROY-1"
94,Kyle Hendricks,34,CHC,NL,-1.5,4,12,0.25,5.92,29,24,4,0,0,0,130.2,147,88,86,21,43,0,87,3,0,0,567,67,4.98,1.454,10.1,1.4,3,6,2.02,
95,Michael Lorenzen,32,2TM,AL,2.7,7,6,0.538,3.31,26,24,1,0,0,0,130.1,101,49,48,17,60,0,97,6,0,3,536,117,4.89,1.235,7,1.2,4.1,6.7,1.62,
96,Ryan Pepiot,26,TBR,AL,2.1,8,8,0.5,3.6,26,26,0,0,0,0,130,102,58,52,17,48,0,142,7,0,4,539,111,3.95,1.154,7.1,1.2,3.3,9.8,2.96,
97,Dean Kremer,28,BAL,AL,0.6,8,10,0.444,4.1,24,24,0,0,0,0,129.2,110,72,59,18,51,0,123,3,1,1,553,95,4.32,1.242,7.6,1.2,3.5,8.5,2.41,
98,Alec Marsh,26,KCR,AL,0.8,9,9,0.5,4.53,26,25,1,0,0,0,129,123,70,65,19,39,1,123,11,1,3,548,90,4.34,1.256,8.6,1.3,2.7,8.6,3.15,
