Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
306,Adam Ottavino,38,NYM,NL,0,2,2,0.5,4.34,60,0,9,0,0,1,56,49,29,27,6,23,1,70,7,0,5,245,91,3.67,1.286,7.9,1,3.7,11.3,3.04,
307,Shelby Miller,33,DET,AL,0,6,8,0.429,4.53,51,0,18,0,0,2,55.2,41,31,28,9,13,0,49,5,0,1,225,92,4.48,0.97,6.6,1.5,2.1,7.9,3.77,
308,Ben Brown,24,CHC,NL,0.9,1,3,0.25,3.58,15,8,0,0,0,0,55.1,41,22,22,5,19,0,64,1,0,2,222,111,3.11,1.084,6.7,0.8,3.1,10.4,3.37,
309,Aaron Bummer*,30,ATL,NL,0.6,4,3,0.571,3.58,56,0,13,0,0,0,55.1,61,24,22,2,18,2,69,2,0,2,244,116,2.23,1.428,9.9,0.3,2.9,11.2,3.83,
310,Justin Slaten,26,BOS,AL,0.9,6,2,0.75,2.93,44,0,8,0,0,2,55.1,47,21,18,4,9,0,58,2,0,4,224,142,2.61,1.012,7.6,0.7,1.5,9.4,6.44,
311,Keaton Winn,26,SFG,NL,-1.1,3,8,0.273,7.16,12,12,0,0,0,0,55.1,56,44,44,9,20,0,48,4,0,1,238,54,4.85,1.373,9.1,1.5,3.3,7.8,2.4,
312,John Brebbia,34,2TM,2LG,-0.5,0,6,0,5.86,59,0,22,0,0,2,55.1,56,36,36,11,19,0,67,3,0,1,242,72,4.52,1.355,9.1,1.8,3.1,10.9,3.53,
313,Ryne Stanek,32,2TM,2LG,-0.6,7,3,0.7,4.88,63,0,14,0,0,7,55.1,48,32,30,8,25,2,67,3,0,3,241,78,4.14,1.319,7.8,1.3,4.1,10.9,2.68,
314,Scott Barlow,31,CLE,AL,0.2,3,3,0.5,4.25,63,0,15,0,0,2,55,44,27,26,6,31,1,68,4,0,2,241,95,4.02,1.364,7.2,1,5.1,11.1,2.19,
315,Carlos Estévez,31,2TM,2LG,2.1,4,5,0.444,2.45,54,0,47,0,0,26,55,38,18,15,5,12,4,50,1,0,3,212,172,3.24,0.909,6.2,0.8,2,8.2,4.17,
316,Kenley Jansen,36,BOS,AL,1.3,4,2,0.667,3.29,54,0,38,0,0,27,54.2,38,20,20,4,20,2,62,1,2,2,218,127,3,1.061,6.3,0.7,3.3,10.2,3.1,
317,Kyle Nicolas,25,PIT,NL,0.2,2,2,0.5,3.95,51,0,20,0,0,0,54.2,51,30,24,4,31,1,55,4,1,7,243,104,4.03,1.5,8.4,0.7,5.1,9.1,1.77,
318,Evan Phillips,29,LAD,NL,-0.6,5,1,0.833,3.62,61,0,28,0,0,18,54.2,48,30,22,6,17,1,63,1,0,1,228,110,3.28,1.189,7.9,1,2.8,10.4,3.71,
319,Jhoan Duran,26,MIN,AL,0.2,6,9,0.4,3.64,58,0,37,0,0,23,54.1,48,30,22,4,15,2,66,6,1,1,228,114,2.85,1.16,8,0.7,2.5,10.9,4.4,
320,Spencer Turnbull,31,PHI,NL,1.3,3,0,1,2.65,17,7,4,0,0,0,54.1,37,17,16,6,20,0,58,5,0,2,222,160,3.85,1.049,6.1,1,3.3,9.6,2.9,
321,Caleb Ferguson*,27,2TM,AL,-0.5,1,4,0.2,4.64,62,0,19,0,0,1,54.1,56,34,28,6,25,1,67,4,0,3,249,88,3.74,1.491,9.3,1,4.1,11.1,2.68,
322,Edwin Díaz,30,NYM,NL,0.5,6,4,0.6,3.52,54,0,40,0,0,20,53.2,36,23,21,7,20,0,84,3,0,3,216,112,3.02,1.043,6,1.2,3.4,14.1,4.2,
323,Calvin Faucher,28,MIA,NL,1.1,2,3,0.4,3.19,53,0,18,0,0,6,53.2,49,25,19,0,26,3,63,4,0,5,235,135,2.5,1.398,8.2,0,4.4,10.6,2.42,
324,Cionel Pérez*,28,BAL,AL,-0.2,2,0,1,4.53,62,0,9,0,0,2,53.2,47,29,27,0,28,0,46,5,0,6,238,86,3.3,1.398,7.9,0,4.7,7.7,1.64,
325,Ángel Zerpa*,24,KCR,AL,0.6,2,0,1,3.86,60,0,3,0,0,0,53.2,59,24,23,6,19,2,49,2,0,3,239,106,3.97,1.453,9.9,1,3.2,8.2,2.58,
326,Bryan Hoeing,27,2TM,NL,1.7,2,3,0.4,2.18,34,2,3,0,0,0,53.2,43,15,13,4,14,1,43,0,0,8,210,196,3.32,1.062,7.2,0.7,2.3,7.2,3.07,
327,Justin Anderson,31,CHW,AL,0.5,1,2,0.333,4.39,56,0,14,0,0,1,53.1,48,29,26,5,32,1,57,3,0,1,242,95,4.22,1.5,8.1,0.8,5.4,9.6,1.78,
328,Chad Green,33,TOR,AL,0.7,4,6,0.4,3.21,53,0,34,0,0,17,53.1,41,20,19,8,14,3,46,2,0,1,210,129,4.29,1.031,6.9,1.4,2.4,7.8,3.29,
329,Chad Kuhl,31,CHW,AL,0.2,0,2,0,5.06,31,1,7,0,0,1,53.1,56,33,30,5,25,1,54,6,0,6,240,82,4.1,1.519,9.5,0.8,4.2,9.1,2.16,
330,Anthony Bender,29,MIA,NL,0.9,5,2,0.714,4.08,59,0,10,0,0,1,53,50,25,24,3,18,1,59,4,0,2,228,105,2.92,1.283,8.5,0.5,3.1,10,3.28,
331,Luke Jackson,32,2TM,NL,-0.4,4,3,0.571,5.09,52,0,14,0,0,0,53,52,33,30,7,26,0,59,2,0,5,235,79,4.24,1.472,8.8,1.2,4.4,10,2.27,
332,Jorge López,31,2TM,NL,0.9,2,3,0.4,2.89,52,0,16,0,0,4,53,46,19,17,6,19,1,50,2,0,2,217,138,3.94,1.226,7.8,1,3.2,8.5,2.63,
333,Gregory Soto*,29,2TM,2LG,0.2,3,5,0.375,4.42,66,0,18,0,0,2,53,56,30,26,4,27,3,65,8,1,4,244,94,3.68,1.566,9.5,0.7,4.6,11,2.41,
334,Seth Martinez,29,HOU,AL,0.4,3,2,0.6,3.59,44,0,14,0,0,1,52.2,49,24,21,7,18,1,36,4,2,0,222,112,4.78,1.272,8.4,1.2,3.1,6.2,2,
335,Craig Kimbrel,36,BAL,AL,-1.1,7,5,0.583,5.33,57,0,39,0,0,23,52.1,40,35,31,7,31,1,73,5,1,3,232,73,4.18,1.357,6.9,1.2,5.3,12.6,2.35,
336,Randy Rodríguez,24,SFG,NL,-0.2,3,2,0.6,4.3,35,1,8,0,0,0,52.1,47,29,25,4,18,0,53,3,0,4,221,90,3.34,1.242,8.1,0.7,3.1,9.1,2.94,
337,José Suarez*,26,LAA,AL,-0.6,1,2,0.333,6.02,22,3,7,0,0,1,52.1,57,38,35,7,27,0,56,4,0,1,240,69,4.54,1.605,9.8,1.2,4.6,9.6,2.07,
338,John Schreiber,30,KCR,AL,0.5,4,3,0.571,3.66,59,0,5,0,0,2,51.2,48,23,21,1,20,1,46,4,0,1,224,112,3.03,1.316,8.4,0.2,3.5,8,2.3,
339,Huascar Brazobán,34,2TM,NL,0.3,1,3,0.25,3.83,39,0,4,0,0,0,51.2,38,26,22,2,25,0,51,3,0,4,217,109,3.32,1.219,6.6,0.3,4.4,8.9,2.04,
340,Tyler Ferguson,30,OAK,AL,0.7,4,2,0.667,3.68,48,0,15,0,0,2,51.1,32,23,21,4,24,2,62,2,1,1,207,108,3.28,1.091,5.6,0.7,4.2,10.9,2.58,
341,Colin Holderman,28,PIT,NL,0.7,3,6,0.333,3.16,55,0,5,0,0,0,51.1,42,23,18,6,25,0,56,5,0,2,223,131,4.26,1.305,7.4,1.1,4.4,9.8,2.24,
342,Elvis Peguero,27,MIL,NL,0.4,7,4,0.636,2.98,52,0,8,0,0,2,51.1,52,22,17,4,27,3,47,2,1,6,227,138,4.04,1.539,9.1,0.7,4.7,8.2,1.74,
343,Brennan Bernardino*,32,BOS,AL,0.5,4,3,0.571,4.06,57,3,4,0,0,0,51,50,25,23,6,22,6,56,6,0,7,226,103,4.15,1.412,8.8,1.1,3.9,9.9,2.55,
344,Michael Grove,27,LAD,NL,-0.6,4,4,0.5,5.12,39,2,7,0,0,0,51,46,31,29,6,16,0,54,6,0,2,216,78,3.87,1.216,8.1,1.1,2.8,9.5,3.38,
345,Tanner Rainey,31,WSN,NL,0.1,0,0,,4.76,50,0,30,0,0,0,51,47,28,27,8,29,1,44,4,0,5,231,87,5.42,1.49,8.3,1.4,5.1,7.8,1.52,
346,José Ruiz,29,PHI,NL,0.5,5,1,0.833,3.71,52,0,16,0,0,1,51,51,23,21,8,17,1,52,1,0,0,217,115,4.22,1.333,9,1.4,3,9.2,3.06,
347,Carmen Mlodzinski,25,PIT,NL,0.8,5,5,0.5,3.38,40,4,5,0,0,0,50.2,41,22,19,3,19,1,46,2,0,1,209,122,3.36,1.184,7.3,0.5,3.4,8.2,2.42,
348,Hunter Harvey,29,2TM,2LG,-0.1,2,4,0.333,4.44,49,0,3,0,0,1,50.2,51,28,25,5,16,2,55,5,0,2,219,94,3.52,1.322,9.1,0.9,2.8,9.8,3.44,
349,Landen Roupp,25,SFG,NL,0.6,1,2,0.333,3.58,23,4,3,0,0,0,50.1,43,21,20,2,26,0,47,1,2,3,217,108,3.42,1.371,7.7,0.4,4.6,8.4,1.81,
350,Davis Martin,27,CHW,AL,0.9,0,5,0,4.32,11,10,0,0,0,0,50,50,25,24,5,23,0,47,5,0,2,220,97,4.27,1.46,9,0.9,4.1,8.5,2.04,
351,Eduardo Rodríguez*,31,ARI,NL,0.2,3,4,0.429,5.04,10,10,0,0,0,0,50,56,29,28,8,19,1,47,1,0,0,224,84,4.57,1.5,10.1,1.4,3.4,8.5,2.47,
352,Anthony Banda*,30,LAD,NL,0.5,3,2,0.6,3.08,48,2,9,0,0,2,49.2,44,19,17,5,18,6,50,2,0,1,209,130,3.67,1.248,8,0.9,3.3,9.1,2.78,
353,Bryce Elder,25,ATL,NL,-0.7,2,5,0.286,6.52,10,10,0,0,0,0,49.2,64,37,36,8,17,0,46,2,0,3,226,64,4.56,1.631,11.6,1.4,3.1,8.3,2.71,
354,Andrew Nardi*,25,MIA,NL,0.2,3,2,0.6,5.07,59,0,4,0,0,0,49.2,44,29,28,7,18,1,70,1,0,1,210,85,3.33,1.248,8,1.3,3.3,12.7,3.89,
355,Louis Varland,26,MIN,AL,-1.4,0,6,0,7.61,16,7,1,0,0,0,49.2,68,44,42,12,16,1,49,4,0,0,238,55,5.54,1.691,12.3,2.2,2.9,8.9,3.06,
356,Quinn Priester,23,2TM,2LG,-0.1,3,6,0.333,4.71,11,7,1,0,0,0,49.2,56,30,26,7,14,0,33,3,0,1,221,88,4.7,1.409,10.1,1.3,2.5,6,2.36,
357,Kyle Muller*,26,OAK,AL,0.4,0,1,0,4.01,21,0,9,0,0,0,49.1,48,25,22,6,10,3,36,1,0,1,202,99,3.96,1.176,8.8,1.1,1.8,6.6,3.6,
358,Lucas Sims,30,2TM,2LG,0.5,1,6,0.143,4.38,58,0,6,0,0,1,49.1,41,24,24,8,30,0,49,2,0,2,215,100,5.23,1.439,7.5,1.5,5.5,8.9,1.63,
359,Spencer Bivens,30,SFG,NL,0.6,3,1,0.75,3.14,27,2,8,0,0,1,48.2,47,20,17,9,11,1,37,1,0,0,202,123,4.79,1.192,8.7,1.7,2,6.8,3.36,
360,Kyle Leahy,27,STL,NL,0.2,1,1,0.5,4.07,33,0,14,0,0,1,48.2,40,23,22,4,10,0,33,1,0,3,191,101,3.56,1.027,7.4,0.7,1.8,6.1,3.3,
361,Matt Moore*,35,LAA,AL,-0.5,5,3,0.625,5.03,51,0,12,0,0,1,48.1,39,31,27,11,26,2,41,2,0,1,210,83,6.17,1.345,7.3,2,4.8,7.6,1.58,
362,Zach Pop,27,TOR,AL,-1.4,2,4,0.333,5.59,58,0,12,0,0,1,48.1,45,36,30,9,19,4,33,2,1,1,209,74,5.52,1.324,8.4,1.7,3.5,6.1,1.74,
363,Joe Boyle,24,OAK,AL,-0.5,3,6,0.333,6.42,13,10,0,0,0,0,47.2,42,35,34,4,40,0,56,4,1,7,226,62,4.68,1.72,7.9,0.8,7.6,10.6,1.4,
364,Christian Scott,25,NYM,NL,0.3,0,3,0,4.56,9,9,0,0,0,0,47.1,45,24,24,8,12,0,39,2,0,0,197,87,4.6,1.204,8.6,1.5,2.3,7.4,3.25,
365,Caleb Thielbar*,37,MIN,AL,-0.6,2,4,0.333,5.32,59,0,18,0,0,3,47.1,50,33,28,6,24,2,53,0,0,2,216,78,4.1,1.563,9.5,1.1,4.6,10.1,2.21,
366,Stephen Kolek,27,SDP,NL,-0.2,3,0,1,5.21,42,0,12,0,0,0,46.2,59,30,27,4,12,0,39,3,0,2,211,80,3.57,1.521,11.4,0.8,2.3,7.5,3.25,
367,Blake Treinen,36,LAD,NL,1.4,7,3,0.7,1.93,50,0,6,0,0,1,46.2,33,11,10,5,11,0,56,2,0,1,184,208,2.99,0.943,6.4,1,2.1,10.8,5.09,
368,Justin Wilson*,36,CIN,NL,-0.2,1,5,0.167,5.59,60,0,15,0,0,2,46.2,55,30,29,10,13,1,51,2,0,3,209,79,4.73,1.457,10.6,1.9,2.5,9.8,3.92,
369,Trevor Megill,30,MIL,NL,1.3,1,3,0.25,2.72,48,0,26,0,0,21,46.1,33,16,14,4,14,4,50,1,0,4,183,152,3.1,1.014,6.4,0.8,2.7,9.7,3.57,
370,Jordan Wicks*,24,CHC,NL,-0.5,2,4,0.333,5.48,11,10,0,0,0,0,46,55,31,28,9,20,0,42,2,0,3,212,72,5.32,1.63,10.8,1.8,3.9,8.2,2.1,
371,Brendon Little*,27,TOR,AL,0.1,1,2,0.333,3.74,49,0,7,0,0,1,45.2,41,21,19,7,19,2,36,1,0,5,193,110,4.9,1.314,8.1,1.4,3.7,7.1,1.89,
372,Shawn Dubin,28,HOU,AL,-0.1,1,1,0.5,4.17,31,2,11,0,0,2,45.1,45,25,21,3,26,0,49,2,0,1,207,96,3.72,1.566,8.9,0.6,5.2,9.7,1.88,
373,Pete Fairbanks,30,TBR,AL,0.8,3,3,0.5,3.57,46,0,36,0,0,23,45.1,36,20,18,4,17,2,44,0,1,2,185,112,3.5,1.169,7.1,0.8,3.4,8.7,2.59,
374,Brant Hurter*,25,DET,AL,1.2,6,1,0.857,2.58,10,1,1,0,0,0,45.1,34,13,13,4,6,0,38,0,1,0,175,162,3.03,0.882,6.8,0.8,1.2,7.5,6.33,
375,Yohan Ramírez,29,4TM,2LG,-1,0,5,0,6.2,38,0,11,0,0,1,45,49,35,31,4,17,2,45,12,1,8,208,66,4.25,1.467,9.8,0.8,3.4,9,2.65,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
